	total count	max temp	mean temp	min temp	snow on grnd (cm)	total precip (mm)	total rain (mm)	total snow (cm)	class	day	month	year
18819	1933	19.5	13.8	8.0	0.0	0.0	0.0	0.0	less than 2000	31	1	2013
62	0	7.4	2.4	-2.6	15.0	13.3	12.5	2.0	less than 2000	11	10	2018
11411	436	12.0	9.3	6.5	0.0	2.6	2.6	0.0	less than 2000	15	6	2017
3607	313	32.8	25.3	17.8	0.0	0.0	0.0	0.0	less than 2000	1	1	2017
14846	1002	10.5	8.5	6.5	0.0	0.0	0.0	0.0	less than 2000	26	8	2014
6288	694	30.5	23.8	17.0	0.0	3.0	3.0	0.0	less than 2000	7	2	2018
8172	13	4.4	0.3	-3.8	35.0	0.0	0.0	0.0	less than 2000	29	7	2017
2685	30	-5.3	-6.6	-7.8	24.0	0.0	0.0	0.0	less than 2000	22	5	2013
15635	2747	29.5	24.3	19.0	0.0	0.0	0.0	0.0	2000 to 10000	29	3	2018
6110	796	25.2	20.2	15.1	0.0	1.1	1.1	0.0	less than 2000	12	4	2010
18154	40	-14.0	-17.0	-20.0	11.0	0.0	0.0	0.0	less than 2000	3	11	2018
742	417	7.9	6.4	4.9	0.0	0.0	0.0	0.0	less than 2000	24	7	2014
21228	0	7.0	3.0	-1.0	0.0	4.6	4.6	0.0	less than 2000	31	7	2013
6296	2183	24.2	21.9	19.6	0.0	2.4	2.4	0.0	2000 to 10000	16	4	2018
15033	2620	25.5	19.3	13.0	0.0	0.0	0.0	0.0	2000 to 10000	16	3	2016
16526	996	8.5	3.0	-2.5	0.0	0.2	0.2	0.0	less than 2000	28	9	2011
5930	748	32.2	26.9	21.5	0.0	0.0	0.0	0.0	less than 2000	25	8	2013
4291	671	13.9	10.4	6.8	0.0	0.0	0.0	0.0	less than 2000	2	5	2011
827	0	-3.1	-5.2	-7.3	0.0	1.3	0.0	2.0	less than 2000	12	8	2016
280	1151	18.4	11.8	5.2	0.0	2.4	0.0	2.4	less than 2000	5	10	2018
21838	1973	25.0	21.5	18.0	0.0	0.0	0.0	0.0	less than 2000	30	6	2014
6865	212	14.3	12.3	10.2	0.0	0.0	0.0	0.0	less than 2000	19	2	2018
10787	28	-4.5	-8.1	-11.7	15.0	4.0	0.0	12.0	less than 2000	24	11	2016
10383	125	1.4	-1.4	-4.2	9.0	0.0	0.0	0.0	less than 2000	30	11	2012
20290	251	8.0	5.3	2.5	0.0	3.0	3.0	0.0	less than 2000	21	3	2017
3945	683	22.8	20.8	18.8	0.0	0.0	0.0	0.0	less than 2000	3	9	2017
13535	207	3.6	2.6	1.5	0.0	0.6	0.0	0.6	less than 2000	1	11	2016
2081	377	4.7	2.5	0.3	0.0	0.0	0.0	0.0	less than 2000	13	12	2014
17505	592	-8.5	-15.0	-21.5	23.0	1.4	0.0	1.6	less than 2000	16	4	2018
2616	10	0.6	-3.1	-6.8	20.0	6.3	3.3	3.0	less than 2000	9	3	2017
4580	172	-0.8	-3.3	-5.7	0.0	4.8	2.8	2.0	less than 2000	5	8	2013
21167	73	5.0	0.0	-5.0	4.0	0.0	0.0	0.0	less than 2000	19	10	2018
21673	1514	18.0	15.3	12.5	0.0	20.0	20.0	0.0	less than 2000	22	11	2014
22262	1493	25.5	18.8	12.0	0.0	0.0	0.0	0.0	less than 2000	29	10	2013
6932	1445	5.5	2.7	-0.1	0.0	0.8	0.8	0.0	less than 2000	25	4	2016
16493	377	3.0	0.0	-3.0	0.0	15.2	7.2	8.0	less than 2000	9	10	2012
1785	1663	18.4	15.6	12.7	0.0	0.0	0.0	0.0	less than 2000	26	2	2018
16918	59	-8.5	-17.3	-26.0	21.0	0.0	0.0	0.0	less than 2000	18	10	2013
6930	1376	5.5	2.7	-0.1	0.0	0.8	0.8	0.0	less than 2000	14	9	2011
3242	2198	22.3	13.3	4.2	0.0	11.5	11.5	0.0	2000 to 10000	12	4	2016
4431	764	6.0	0.4	-5.2	0.0	0.0	0.0	0.0	less than 2000	30	4	2016
11722	2336	23.0	19.7	16.4	0.0	1.4	1.4	0.0	2000 to 10000	1	3	2017
8418	331	14.2	9.9	5.5	0.0	2.0	2.0	0.0	less than 2000	1	11	2011
19700	486	20.0	12.0	4.0	0.0	4.0	4.0	0.0	less than 2000	28	2	2012
21817	1118	22.0	17.3	12.5	0.0	0.0	0.0	0.0	less than 2000	17	8	2016
20069	1881	20.0	13.3	6.5	0.0	0.0	0.0	0.0	less than 2000	29	1	2017
8280	89	9.2	5.9	2.5	0.0	9.8	9.8	0.0	less than 2000	3	7	2018
18847	1833	30.0	25.0	20.0	0.0	0.8	0.8	0.0	less than 2000	5	11	2013
22558	552	11.5	9.3	7.0	0.0	1.8	1.8	0.0	less than 2000	16	12	2013
15761	2167	30.0	21.3	12.5	0.0	0.0	0.0	0.0	2000 to 10000	4	11	2015
18807	833	14.0	12.5	11.0	0.0	0.6	0.6	0.0	less than 2000	27	1	2018
22883	154	1.5	0.5	-0.5	5.0	5.8	0.0	6.0	less than 2000	10	7	2018
19028	3071	32.5	26.3	20.0	0.0	0.0	0.0	0.0	2000 to 10000	3	5	2016
10461	19	6.0	4.1	2.2	0.0	0.2	0.2	0.0	less than 2000	11	12	2016
17016	20	-3.0	-6.5	-10.0	23.0	0.0	0.0	0.0	less than 2000	24	1	2017
3303	3457	20.3	15.8	11.2	0.0	1.0	1.0	0.0	2000 to 10000	28	9	2016
14919	2564	22.5	13.3	4.0	0.0	0.0	0.0	0.0	2000 to 10000	4	7	2014
19832	1865	27.5	21.5	15.5	0.0	0.0	0.0	0.0	less than 2000	7	7	2010
22331	2043	27.0	21.0	15.0	0.0	0.0	0.0	0.0	2000 to 10000	20	1	2018
13470	762	13.7	9.4	5.1	0.0	3.0	3.0	0.0	less than 2000	3	10	2017
19261	971	25.0	21.0	17.0	0.0	0.8	0.8	0.0	less than 2000	24	8	2013
20980	118	10.0	5.5	1.0	10.0	0.0	0.0	0.0	less than 2000	22	9	2013
13288	616	7.1	2.3	-2.5	0.0	0.0	0.0	0.0	less than 2000	13	3	2013
20601	10	-20.5	-22.8	-25.0	22.0	0.0	0.0	0.0	less than 2000	25	4	2016
11945	921	26.6	22.3	18.0	0.0	1.1	1.1	0.0	less than 2000	20	4	2016
19024	1083	26.5	19.3	12.0	0.0	0.0	0.0	0.0	less than 2000	4	2	2012
8917	1232	21.2	20.1	19.0	0.0	69.3	69.3	0.0	less than 2000	1	2	2011
11418	568	9.8	6.2	2.5	0.0	0.6	0.6	0.0	less than 2000	4	1	2013
15591	1240	31.5	22.8	14.0	0.0	0.0	0.0	0.0	less than 2000	7	4	2015
12709	182	27.4	19.6	11.7	0.0	0.0	0.0	0.0	less than 2000	27	8	2015
15177	2035	23.0	19.5	16.0	0.0	0.0	0.0	0.0	2000 to 10000	24	7	2017
2153	802	10.5	8.8	7.1	0.0	0.0	0.0	0.0	less than 2000	10	7	2013
9229	409	22.1	16.5	10.9	0.0	1.6	1.6	0.0	less than 2000	26	8	2015
21999	3476	30.0	20.0	10.0	0.0	0.0	0.0	0.0	2000 to 10000	21	12	2016
11994	2460	22.4	17.5	12.5	0.0	0.4	0.4	0.0	2000 to 10000	7	3	2015
18241	93	-0.5	-5.5	-10.5	24.0	0.0	0.0	0.0	less than 2000	14	7	2015
18727	588	14.0	9.0	4.0	0.0	0.0	0.0	0.0	less than 2000	8	7	2012
3670	826	35.0	27.1	19.2	0.0	0.0	0.0	0.0	less than 2000	10	3	2018
17791	76	9.0	-0.3	-9.5	56.0	0.0	0.0	0.0	less than 2000	24	8	2012
22213	1320	25.0	20.0	15.0	0.0	0.0	0.0	0.0	less than 2000	24	1	2017
21587	440	19.0	15.5	12.0	0.0	3.4	3.4	0.0	less than 2000	14	6	2014
7690	142	-7.7	-17.1	-26.4	19.0	0.6	0.0	2.0	less than 2000	1	12	2013
1333	2071	22.2	16.6	11.0	0.0	0.0	0.0	0.0	2000 to 10000	27	9	2014
13434	228	6.2	2.4	-1.4	0.0	0.0	0.0	0.0	less than 2000	3	9	2010
20037	102	22.0	17.8	13.5	0.0	7.0	7.0	0.0	less than 2000	11	11	2014
5556	1257	13.0	8.6	4.1	0.0	3.5	3.5	0.0	less than 2000	16	7	2011
13390	282	3.3	1.2	-1.0	0.0	0.0	0.0	0.0	less than 2000	1	10	2016
6576	780	24.9	14.9	4.9	0.0	0.0	0.0	0.0	less than 2000	5	1	2018
100	0	-2.7	-6.4	-10.0	8.0	0.0	0.0	0.0	less than 2000	27	2	2018
6407	1435	23.0	19.5	16.0	0.0	11.2	11.2	0.0	less than 2000	6	10	2015
6463	1937	17.1	13.8	10.5	0.0	0.2	0.2	0.0	less than 2000	26	6	2013
6508	1484	12.5	11.5	10.4	0.0	0.0	0.0	0.0	less than 2000	15	9	2015
21473	602	16.0	10.8	5.5	0.0	0.0	0.0	0.0	less than 2000	21	9	2015
159	363	10.9	3.8	-3.4	7.0	0.0	0.0	0.0	less than 2000	21	12	2014
20134	858	11.5	7.8	4.0	0.0	0.0	0.0	0.0	less than 2000	20	3	2017
11628	1847	24.6	17.3	10.0	0.0	0.0	0.0	0.0	less than 2000	31	8	2014
10362	208	-1.5	-2.3	-3.0	9.0	0.8	0.0	1.0	less than 2000	2	7	2013
9952	331	6.9	2.7	-1.6	0.0	6.3	6.3	0.0	less than 2000	5	11	2016
14476	360	6.0	-1.3	-8.5	4.0	0.0	0.0	0.0	less than 2000	21	9	2017
10852	0	-18.7	-22.7	-26.6	30.0	2.8	0.0	3.2	less than 2000	10	3	2016
3538	2007	26.5	22.5	18.4	0.0	0.0	0.0	0.0	2000 to 10000	12	10	2016
7078	252	3.0	-0.3	-3.5	0.0	10.8	10.8	0.0	less than 2000	2	1	2014
13690	1	-7.4	-15.2	-22.9	17.0	0.0	0.0	0.0	less than 2000	28	9	2018
1973	434	28.2	19.4	10.6	0.0	0.0	0.0	0.0	less than 2000	30	7	2015
6035	512	23.3	16.6	9.9	0.0	0.0	0.0	0.0	less than 2000	23	12	2013
1037	0	-1.0	-7.0	-13.0	16.0	4.8	2.8	2.0	less than 2000	18	3	2018
21351	564	12.0	5.5	-1.0	0.0	0.0	0.0	0.0	less than 2000	17	3	2017
18623	742	11.0	7.3	3.5	0.0	8.8	8.8	0.0	less than 2000	23	4	2014
7001	993	17.2	11.9	6.5	0.0	1.4	1.4	0.0	less than 2000	22	10	2018
7856	79	-4.0	-9.8	-15.5	44.0	0.0	0.0	0.0	less than 2000	19	9	2014
12088	2700	24.5	18.7	12.9	0.0	0.0	0.0	0.0	2000 to 10000	9	10	2016
1568	1388	30.0	21.5	13.0	0.0	0.0	0.0	0.0	less than 2000	13	11	2015
7130	149	10.0	5.0	0.0	0.0	0.0	0.0	0.0	less than 2000	22	5	2016
17584	8	0.0	-3.5	-7.0	24.0	1.2	0.0	1.2	less than 2000	8	12	2015
19826	1048	28.0	20.5	13.0	0.0	0.0	0.0	0.0	less than 2000	11	7	2015
16379	1050	14.0	11.5	9.0	0.0	0.0	0.0	0.0	less than 2000	6	3	2015
3693	659	26.9	22.6	18.3	0.0	0.0	0.0	0.0	less than 2000	22	6	2014
15066	1254	26.0	21.0	16.0	0.0	0.0	0.0	0.0	less than 2000	14	1	2017
19822	2593	28.0	20.5	13.0	0.0	0.0	0.0	0.0	2000 to 10000	2	1	2016
4685	165	-4.5	-10.3	-16.0	40.0	4.4	0.0	4.4	less than 2000	23	3	2018
16661	1110	11.0	6.5	2.0	0.0	0.0	0.0	0.0	less than 2000	27	6	2018
11389	1526	13.0	7.1	1.1	0.0	4.0	4.0	0.0	less than 2000	16	11	2013
5443	1983	26.1	18.0	9.8	0.0	0.0	0.0	0.0	less than 2000	15	8	2011
10552	70	-0.2	-6.6	-13.0	10.0	1.2	1.0	0.6	less than 2000	13	9	2017
16294	1839	20.0	16.8	13.5	0.0	0.0	0.0	0.0	less than 2000	13	6	2010
7933	0	-10.5	-13.0	-15.4	36.0	0.8	0.0	1.3	less than 2000	25	3	2018
11970	1725	24.8	18.7	12.5	0.0	0.0	0.0	0.0	less than 2000	18	6	2017
22075	2779	27.5	21.5	15.5	0.0	2.2	2.2	0.0	2000 to 10000	26	3	2014
842	21	0.8	-4.0	-8.8	0.0	2.3	1.0	1.3	less than 2000	31	3	2017
3701	1969	24.5	18.3	12.0	0.0	0.0	0.0	0.0	less than 2000	8	2	2017
10703	75	-11.7	-14.1	-16.5	10.0	0.0	0.0	0.0	less than 2000	7	11	2014
18351	114	1.0	-1.5	-4.0	17.0	12.6	6.0	7.0	less than 2000	22	11	2017
4064	2964	17.5	14.4	11.2	0.0	0.6	0.6	0.0	2000 to 10000	19	3	2016
12684	812	19.3	16.0	12.7	0.0	16.7	16.7	0.0	less than 2000	31	3	2017
16623	476	12.5	8.3	4.0	0.0	0.0	0.0	0.0	less than 2000	25	4	2015
11357	0	13.2	8.3	3.4	0.0	0.0	0.0	0.0	less than 2000	6	1	2018
6556	484	17.8	9.8	1.7	0.0	0.0	0.0	0.0	less than 2000	15	10	2017
3626	2714	30.7	26.4	22.0	0.0	0.0	0.0	0.0	2000 to 10000	12	1	2013
1595	1874	30.1	22.6	15.1	0.0	0.0	0.0	0.0	less than 2000	12	2	2017
14054	2	-4.3	-12.9	-21.4	10.0	0.8	0.0	1.0	less than 2000	10	2	2017
148	47	3.5	-0.3	-4.1	10.0	0.0	0.0	0.0	less than 2000	2	4	2014
15001	1639	20.5	15.3	10.0	0.0	0.0	0.0	0.0	less than 2000	22	4	2017
9230	687	22.1	16.5	10.9	0.0	1.6	1.6	0.0	less than 2000	7	8	2014
21588	2073	24.5	17.0	9.5	0.0	0.0	0.0	0.0	2000 to 10000	18	1	2018
14857	815	16.0	8.3	0.5	0.0	0.0	0.0	0.0	less than 2000	13	10	2015
21262	270	2.5	-1.8	-6.0	0.0	0.0	0.0	0.0	less than 2000	7	1	2011
21572	578	25.5	17.3	9.0	0.0	0.0	0.0	0.0	less than 2000	27	1	2014
21917	2796	30.5	22.0	13.5	0.0	0.0	0.0	0.0	2000 to 10000	10	9	2016
6009	1039	29.3	22.9	16.4	0.0	7.7	7.7	0.0	less than 2000	1	5	2013
13626	180	-0.6	-6.2	-11.7	0.0	12.5	0.0	12.5	less than 2000	24	6	2010
21868	574	35.5	29.3	23.0	0.0	0.0	0.0	0.0	less than 2000	14	8	2013
13267	526	16.4	11.2	6.0	0.0	6.2	6.2	0.0	less than 2000	6	4	2014
13808	225	-6.6	-12.0	-17.3	11.0	4.1	0.0	6.0	less than 2000	24	11	2016
21854	2204	33.0	27.0	21.0	0.0	0.0	0.0	0.0	2000 to 10000	13	7	2014
11972	1156	24.8	18.7	12.5	0.0	0.0	0.0	0.0	less than 2000	11	11	2017
20343	389	2.5	-3.0	-8.5	0.0	0.0	0.0	0.0	less than 2000	13	1	2011
3297	222	24.0	18.0	11.9	0.0	0.0	0.0	0.0	less than 2000	1	6	2010
16214	1641	18.0	11.3	4.5	0.0	0.0	0.0	0.0	less than 2000	26	10	2011
2112	373	16.5	8.6	0.7	0.0	0.0	0.0	0.0	less than 2000	10	5	2011
22267	1602	28.0	20.8	13.5	0.0	0.0	0.0	0.0	less than 2000	1	10	2010
1428	0	30.0	24.0	18.0	0.0	0.0	0.0	0.0	less than 2000	31	5	2017
13538	258	3.6	2.6	1.5	0.0	0.6	0.0	0.6	less than 2000	12	10	2017
18315	166	-6.0	-10.5	-15.0	13.0	0.0	0.0	0.0	less than 2000	22	7	2016
3036	1059	10.3	6.2	2.0	0.0	0.8	0.8	0.0	less than 2000	24	7	2015
11346	0	16.8	10.8	4.8	0.0	0.0	0.0	0.0	less than 2000	22	12	2017
7072	502	3.3	1.8	0.3	0.0	0.0	0.0	0.0	less than 2000	10	11	2011
19938	746	20.5	12.5	4.5	0.0	0.0	0.0	0.0	less than 2000	6	11	2014
2224	105	1.7	-0.9	-3.4	5.0	0.4	0.0	0.4	less than 2000	18	1	2016
10647	1	-10.0	-17.5	-25.0	8.0	0.0	0.0	0.0	less than 2000	13	8	2015
8580	653	14.0	10.0	6.0	0.0	0.0	0.0	0.0	less than 2000	24	11	2018
19250	590	23.0	20.0	17.0	0.0	0.0	0.0	0.0	less than 2000	5	5	2013
17639	3	-1.0	-5.5	-10.0	32.0	0.0	0.0	0.0	less than 2000	15	9	2017
490	1696	28.0	22.0	16.0	0.0	0.0	0.0	0.0	less than 2000	30	4	2018
4837	5	-12.5	-14.3	-16.1	19.0	0.0	0.0	0.0	less than 2000	27	2	2017
21712	876	23.5	17.0	10.5	0.0	0.0	0.0	0.0	less than 2000	4	10	2012
19913	697	15.0	10.0	5.0	0.0	0.0	0.0	0.0	less than 2000	3	5	2012
14568	252	6.0	2.8	-0.5	0.0	1.0	1.0	0.0	less than 2000	27	5	2014
7318	368	7.2	3.3	-0.6	13.0	0.2	0.2	0.0	less than 2000	10	1	2016
21874	774	32.5	26.3	20.0	0.0	0.0	0.0	0.0	less than 2000	17	8	2015
16356	664	12.0	6.5	1.0	0.0	0.0	0.0	0.0	less than 2000	11	9	2015
18871	1901	17.0	13.0	9.0	0.0	14.2	14.2	0.0	less than 2000	23	7	2017
2771	66	2.0	-5.6	-13.2	18.0	0.0	0.0	0.0	less than 2000	10	11	2013
880	1	-6.5	-9.4	-12.3	4.0	0.0	0.0	0.0	less than 2000	27	3	2017
12371	859	26.9	19.5	12.0	0.0	0.0	0.0	0.0	less than 2000	9	3	2018
19840	2763	26.5	22.0	17.5	0.0	0.0	0.0	0.0	2000 to 10000	19	5	2010
7488	3	-9.0	-13.5	-18.0	35.0	1.6	0.0	2.4	less than 2000	7	6	2013
7012	214	5.7	4.9	4.0	0.0	0.0	0.0	0.0	less than 2000	9	4	2016
1797	2668	23.9	19.4	14.8	0.0	0.0	0.0	0.0	2000 to 10000	6	8	2017
3316	352	22.2	13.1	3.9	0.0	0.0	0.0	0.0	less than 2000	27	4	2013
4481	309	10.2	3.6	-3.1	0.0	0.0	0.0	0.0	less than 2000	9	12	2017
16042	1324	30.0	20.5	11.0	0.0	0.0	0.0	0.0	less than 2000	25	6	2018
19774	3556	25.5	17.3	9.0	0.0	0.0	0.0	0.0	2000 to 10000	22	4	2016
14096	0	-3.8	-7.8	-11.8	14.0	35.3	0.0	37.0	less than 2000	15	8	2014
13529	445	6.3	2.9	-0.5	0.0	0.0	0.0	0.0	less than 2000	26	12	2014
2860	0	-8.8	-10.1	-11.3	24.0	0.0	0.0	0.0	less than 2000	29	5	2014
8934	356	27.3	22.5	17.6	0.0	0.0	0.0	0.0	less than 2000	2	11	2015
5148	15	0.0	-3.6	-7.1	45.0	1.2	0.0	1.7	less than 2000	21	6	2014
14946	544	23.0	19.8	16.5	0.0	5.8	5.8	0.0	less than 2000	5	8	2017
21220	7	5.0	0.0	-5.0	0.0	0.0	0.0	0.0	less than 2000	12	9	2017
3961	495	31.1	21.1	11.1	0.0	0.0	0.0	0.0	less than 2000	23	4	2015
18364	1966	4.5	-0.5	-5.5	22.0	0.0	0.0	0.0	less than 2000	25	6	2015
8081	94	3.2	-2.6	-8.3	36.0	9.6	5.6	3.0	less than 2000	17	4	2015
21376	665	20.0	11.3	2.5	0.0	0.0	0.0	0.0	less than 2000	27	11	2013
8734	1996	19.1	14.6	10.1	0.0	0.0	0.0	0.0	less than 2000	31	8	2015
3726	1602	33.3	26.4	19.5	0.0	11.0	11.0	0.0	less than 2000	21	12	2014
10284	118	-0.2	-1.1	-1.9	0.0	0.0	0.0	0.0	less than 2000	3	3	2011
19420	3044	29.0	20.3	11.5	0.0	0.0	0.0	0.0	2000 to 10000	5	10	2010
334	3119	25.2	14.9	4.6	0.0	0.0	0.0	0.0	2000 to 10000	14	11	2018
11125	34	-0.9	-7.8	-14.7	25.0	0.0	0.0	0.0	less than 2000	9	4	2015
19988	354	18.0	15.3	12.5	0.0	6.4	6.4	0.0	less than 2000	24	11	2016
16099	1988	24.0	15.8	7.5	0.0	0.0	0.0	0.0	less than 2000	17	4	2014
13475	309	13.7	9.4	5.1	0.0	3.0	3.0	0.0	less than 2000	28	10	2017
2169	355	14.8	7.1	-0.6	0.0	0.4	0.4	0.0	less than 2000	22	11	2012
1425	3420	30.0	23.5	17.0	0.0	0.0	0.0	0.0	2000 to 10000	25	4	2015
8519	2216	23.5	18.9	14.2	0.0	0.0	0.0	0.0	2000 to 10000	26	9	2011
7420	61	-6.5	-12.0	-17.4	19.0	1.9	0.0	3.0	less than 2000	31	12	2018
19952	839	23.0	16.5	10.0	0.0	11.6	11.6	0.0	less than 2000	17	9	2012
12218	2090	25.4	21.2	16.9	0.0	0.0	0.0	0.0	2000 to 10000	31	8	2014
16713	241	0.0	-2.5	-5.0	5.0	3.6	0.0	3.8	less than 2000	23	3	2011
16944	54	2.0	-0.3	-2.5	25.0	0.4	0.0	0.4	less than 2000	24	11	2013
10976	107	-3.1	-11.1	-19.0	32.0	0.0	0.0	0.0	less than 2000	27	10	2011
16501	218	5.0	2.5	0.0	2.0	8.8	8.8	0.0	less than 2000	15	8	2016
8130	158	-5.0	-8.0	-11.0	38.0	0.0	0.0	0.0	less than 2000	19	1	2016
14432	0	4.0	-1.9	-7.8	0.0	0.0	0.0	0.0	less than 2000	29	12	2018
10661	2	-4.2	-6.4	-8.6	10.0	0.0	0.0	0.0	less than 2000	30	11	2012
14642	1238	2.0	-4.0	-10.0	3.0	6.6	0.0	6.6	less than 2000	10	2	2016
8840	872	23.2	16.3	9.3	0.0	0.0	0.0	0.0	less than 2000	16	3	2017
13578	156	9.3	5.7	2.1	0.0	5.5	5.5	0.0	less than 2000	14	2	2016
9612	883	23.6	18.2	12.7	0.0	5.2	5.2	0.0	less than 2000	23	2	2014
4688	0	0.3	-9.8	-19.9	43.0	0.0	0.0	0.0	less than 2000	28	3	2016
7526	30	-15.5	-18.7	-21.8	29.0	0.9	0.0	1.0	less than 2000	7	8	2013
18957	2089	16.0	13.8	11.5	0.0	0.4	0.4	0.0	2000 to 10000	4	5	2014
16298	1423	20.0	16.8	13.5	0.0	0.0	0.0	0.0	less than 2000	12	11	2018
21753	768	25.0	18.0	11.0	0.0	0.2	0.2	0.0	less than 2000	2	3	2016
8739	1483	17.0	14.7	12.3	0.0	0.7	0.7	0.0	less than 2000	30	11	2013
10919	1	-3.3	-7.7	-12.0	41.0	0.0	0.0	0.0	less than 2000	1	11	2013
21038	129	-0.5	-1.3	-2.0	7.0	5.6	0.0	5.0	less than 2000	23	10	2011
20968	30	5.0	2.3	-0.5	11.0	0.0	0.0	0.0	less than 2000	11	10	2013
5252	503	12.4	6.0	-0.5	0.0	0.2	0.2	0.0	less than 2000	6	1	2015
5178	0	8.2	3.5	-1.2	39.0	0.0	0.0	0.0	less than 2000	27	8	2018
13387	509	3.3	1.2	-1.0	0.0	0.0	0.0	0.0	less than 2000	3	3	2013
19496	1882	24.0	19.8	15.5	0.0	0.0	0.0	0.0	less than 2000	18	6	2014
8276	680	9.2	5.9	2.5	0.0	9.8	9.8	0.0	less than 2000	15	11	2012
18775	1831	9.0	4.3	-0.5	0.0	0.0	0.0	0.0	less than 2000	23	10	2014
19192	386	24.5	21.8	19.0	0.0	14.6	14.6	0.0	less than 2000	28	9	2012
19233	1602	27.5	23.5	19.5	0.0	20.6	20.6	0.0	less than 2000	28	3	2013
5674	2022	24.6	18.3	12.0	0.0	0.2	0.2	0.0	2000 to 10000	27	4	2013
5460	1889	24.2	19.7	15.1	0.0	0.0	0.0	0.0	less than 2000	1	7	2016
11097	18	5.0	-1.9	-8.8	27.0	2.0	2.0	0.0	less than 2000	26	9	2015
20315	32	0.0	-1.3	-2.5	4.0	0.0	0.0	0.0	less than 2000	30	12	2015
9002	2367	23.0	19.1	15.2	0.0	0.0	0.0	0.0	2000 to 10000	26	3	2016
8513	1608	23.5	18.9	14.2	0.0	0.0	0.0	0.0	less than 2000	2	3	2017
9572	1994	22.2	20.0	17.8	0.0	2.2	2.2	0.0	less than 2000	18	10	2014
13848	0	-7.3	-10.7	-14.0	10.0	0.0	0.0	0.0	less than 2000	30	8	2017
15259	3523	27.5	19.5	11.5	0.0	0.0	0.0	0.0	2000 to 10000	20	1	2012
10996	0	-1.7	-11.2	-20.6	31.0	5.1	0.0	5.1	less than 2000	30	5	2016
20219	452	6.0	1.8	-2.5	0.0	0.0	0.0	0.0	less than 2000	12	12	2015
9674	639	18.6	12.2	5.7	0.0	8.0	8.0	0.0	less than 2000	7	12	2014
17763	392	-3.0	-5.8	-8.5	64.0	0.0	0.0	0.0	less than 2000	16	9	2017
5186	54	8.0	4.7	1.4	31.0	0.0	0.0	0.0	less than 2000	3	10	2018
6295	878	30.5	23.8	17.0	0.0	3.0	3.0	0.0	less than 2000	16	7	2015
20187	1196	11.0	9.8	8.5	0.0	0.0	0.0	0.0	less than 2000	12	8	2017
7848	3	-4.7	-11.8	-18.9	37.0	2.9	0.0	5.8	less than 2000	28	3	2010
17429	326	0.5	-0.5	-1.5	22.0	0.4	0.0	0.4	less than 2000	19	4	2010
1685	426	22.0	19.9	17.8	0.0	9.6	9.6	0.0	less than 2000	4	9	2012
2990	659	1.0	-2.0	-5.0	0.0	0.0	0.0	0.0	less than 2000	12	10	2011
12307	1555	28.1	20.3	12.5	0.0	6.4	6.4	0.0	less than 2000	23	6	2010
3421	118	16.9	14.1	11.2	0.0	0.0	0.0	0.0	less than 2000	7	12	2015
7939	159	-8.4	-12.8	-17.1	36.0	0.4	0.0	0.8	less than 2000	19	1	2017
8261	28	12.0	7.4	2.7	0.0	0.0	0.0	0.0	less than 2000	25	9	2016
536	1251	27.6	22.5	17.3	0.0	0.0	0.0	0.0	less than 2000	3	9	2013
10170	912	1.6	-0.5	-2.6	0.0	1.2	0.0	1.2	less than 2000	12	10	2015
4203	1023	9.6	6.2	2.7	0.0	0.0	0.0	0.0	less than 2000	22	1	2016
17303	390	2.0	0.0	-2.0	26.0	0.0	0.0	0.0	less than 2000	5	9	2015
16196	1438	23.5	19.3	15.0	0.0	9.0	9.0	0.0	less than 2000	2	11	2011
7938	37	-8.4	-12.8	-17.1	36.0	0.4	0.0	0.8	less than 2000	3	4	2013
14934	992	26.5	18.0	9.5	0.0	1.0	1.0	0.0	less than 2000	28	11	2010
20970	572	9.0	2.3	-4.5	11.0	0.0	0.0	0.0	less than 2000	2	12	2015
17686	4	-9.5	-12.0	-14.5	33.0	0.0	0.0	0.0	less than 2000	5	4	2015
10720	97	-9.0	-13.8	-18.6	10.0	0.0	0.0	0.0	less than 2000	9	3	2014
4093	420	20.0	11.7	3.4	0.0	2.4	2.4	0.0	less than 2000	1	5	2013
2555	0	-10.5	-12.2	-13.8	22.0	0.0	0.0	0.0	less than 2000	11	9	2010
15008	938	20.5	15.3	10.0	0.0	0.0	0.0	0.0	less than 2000	12	4	2013
2427	0	-14.6	-17.6	-20.6	10.0	0.0	0.0	0.0	less than 2000	18	3	2014
13170	343	7.8	2.9	-2.0	0.0	0.0	0.0	0.0	less than 2000	30	11	2012
12323	2244	24.8	19.8	14.8	0.0	1.2	1.2	0.0	2000 to 10000	3	8	2011
16184	2409	26.0	19.0	12.0	0.0	0.0	0.0	0.0	2000 to 10000	30	3	2014
15845	314	22.5	19.8	17.0	0.0	23.4	23.4	0.0	less than 2000	14	2	2016
9223	1391	22.1	16.5	10.9	0.0	1.6	1.6	0.0	less than 2000	11	7	2013
2586	131	5.8	-3.1	-12.0	22.0	4.1	4.1	0.0	less than 2000	7	5	2016
7919	24	-7.4	-9.1	-10.8	37.0	0.0	0.0	0.0	less than 2000	17	5	2016
10422	102	-5.2	-7.0	-8.8	7.0	0.0	0.0	0.0	less than 2000	18	4	2012
6868	612	13.5	9.3	5.0	0.0	12.6	12.6	0.0	less than 2000	2	3	2012
17290	146	0.5	-2.0	-4.5	24.0	0.2	0.2	0.0	less than 2000	4	11	2014
